taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,Genome Size   * assembled,Gene Count   * assembled
2879074833,Bacteria,Permanent Draft,Bradyrhizobium canariense genome sequencing - University of Applied Sciences of Western Switzerland,Bradyrhizobium canariense UBMA171,University of Applied Sciences of Western Switzerland,2879074833,8279565,8247
2579778901,Bacteria,Permanent Draft,Genome sequence of the novel Bradyrhizobium strain isolated from Aeschynomene americana,Bradyrhizobium sp. DOA9,Tokyo University of Agriculture and Technology,2579778901,7836549,7371
2645727859,Bacteria,Permanent Draft,Bradyrhizobium japonicum Is-1 genome sequencing and assembly,Bradyrhizobium japonicum Is-1,KyushuUniversity,2645727859,8983878,8490
2823801631,Bacteria,Permanent Draft,Multi-cycle Selection of Sorghum Microbiomes for Biological Nitrogen Fixation,Novosphingobium sp. SG726,DOE Joint Genome Institute (JGI),2823801631,4666764,4276
2721755797,Bacteria,Finished,Steroidobacter denitrificans genome sequencing,Steroidobacter denitrificans DSM 18526,Academia Sinica,2721755797,3467246,3150
2758568520,Bacteria,Permanent Draft,"Populus root and rhizosphere microbial communities from Tennessee, USA",Mesorhizobium sp. AP09,DOE Joint Genome Institute (JGI),2758568520,7430969,7044
2523231034,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Sandarakinorhabdus limnophila DSM 17366,DOE Joint Genome Institute (JGI),2523231034,2613739,2586
2844137649,Bacteria,Permanent Draft,Draft genomes of anoxygenic phototrophic bacteria,Rhodopseudomonas palustris DSM 126,GEOMAR Helmholtz Centre for Ocean Research Kiel,2844137649,5394209,5119
2781125609,Bacteria,Permanent Draft,Phycosphere-associated microbial communities from algal ponds,Tepidicaulis sp. EA10,DOE Joint Genome Institute (JGI),2781125609,3389875,3304
2924792026,Bacteria,Permanent Draft,Mesorhizobia in Australia,Mesorhizobium sp. B2-8-6,Curtin University,2924792026,6918509,6901
2609459632,Bacteria,Permanent Draft,"Populus root and rhizosphere microbial communities from Tennessee, USA",Methylobacterium sp. YR668,DOE Joint Genome Institute (JGI),2609459632,6623161,6388
2622736609,Bacteria,Permanent Draft,Nitrogen-fixing endophytic and rhizobial strains from Switchgrass and Tobacco plants,Mesorhizobium australicum B5P,DOE Joint Genome Institute (JGI),2622736609,5858750,5924
2829814883,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Microvirga flocculans DSM 15743,DOE Joint Genome Institute (JGI),2829814883,4018372,3947
2923556063,Bacteria,Permanent Draft,"Sorghum-associated microbial communities from plants grown in Nebraska, USA",Rhizobium tibeticum 3740,DOE Joint Genome Institute (JGI),2923556063,6793593,6978
2778261010,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Ponticaulis sp. MED624,CEA Genoscope,2778261010,3706849,3672
2731957706,Bacteria,Permanent Draft,"Novosphingobium  genome sequencing - National Institute of Technology and Evaluation, Japan",Novosphingobium rosa NBRC 15208,National Institute of Technology and Evaluation,2731957706,6940734,6153
2922379399,Bacteria,Permanent Draft,Genome Sequencing of Bradyrhizobium sp. 83012,Bradyrhizobium sp. 83012,"Yantai Institute of Coastal Zone Research, Chinese Academy of Sciences",2922379399,7496850,6960
2856328259,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. Primo-B,"University of California, Davis",2856328259,6528202,6612
2698536638,Bacteria,Permanent Draft,Mesorhizobium  species genome sequencing - University of Southern California,Mesorhizobium sp. LNJC386A00,University of Southern California,2698536638,6175245,6064
2788500579,Bacteria,Finished,Sphingopyxis sp. UC10 genome sequencing,Sphingopyxis sp. UC10,CEA Genoscope,2788500579,4139859,3822
2582581867,Bacteria,Permanent Draft,"Populus root and rhizosphere microbial communities from Tennessee, USA",Rhizobium sp. OV201,DOE Joint Genome Institute (JGI),2582581867,7184437,7080
2844009547,Bacteria,Finished,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1,"University of California, Davis",2844009547,6728125,6672
2690315885,Bacteria,Permanent Draft,Kordiimonas lacus S3-22 genome sequencing,Kordiimonas lacus S3-22,"Second Institute of Oceanography, State Oceanic Administration",2690315885,4025086,3759
2902367673,Bacteria,Permanent Draft,AAP Bacteria from Wheat Phyllosphere,Methylobacterium sp. WL119,Aarhus University,2902367673,5711202,5978
2847948219,Bacteria,Finished,Bradyrhizobium guangdongense CCBAU 51649 genome sequencing,Bradyrhizobium guangdongense CCBAU 51649,China Agricultural University,2847948219,8437991,8300
2585427849,Bacteria,Permanent Draft,Sphingobium chlorophenolicum NBRC 16172,Sphingobium chlorophenolicum NBRC 16172,Monash University Malaysia,2585427849,4796122,4535
2687453760,Bacteria,Permanent Draft,"Populus root and rhizosphere microbial communities from Tennessee, USA",Mesorhizobium sp. YR577,DOE Joint Genome Institute (JGI),2687453760,6824794,6517
642555139,Bacteria,Finished,LGT in Methylobacteria Proposal # 0165-051130,Methylorubrum populi BJ001,DOE Joint Genome Institute (JGI),642555139,5848997,5538
2924703915,Bacteria,Permanent Draft,Mesorhizobia in Australia,Mesorhizobium sp. B1-1-2,Curtin University,2924703915,6225836,6255
2516653063,Bacteria,Permanent Draft,Revising methanotrophy: a comprehensive genomic probing of the unexpected genetic and metabolic diversity of aerobic methane consuming bacteria.,Methyloferula stellata AR4,DOE Joint Genome Institute (JGI),2516653063,4235448,4027
2788499982,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Erythrobacteraceae bacterium ARS121,,2788499982,2517553,2581
2654588141,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Bradyrhizobium arachidis LMG 26795,DOE Joint Genome Institute (JGI),2654588141,9793799,9386
2869249662,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M7A.F.Ca.CA.001.16.1.1,"University of California, Davis",2869249662,6868783,7262
2630968586,Bacteria,Permanent Draft,Methylobacterium radiotolerans 78c Genome sequencing from DDE-exposed Cucurbita pepo root material,Methylobacterium radiotolerans 78c,Hasselt University,2630968586,6788652,7171
2924741084,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M7A.F.Ca.CA.004.09.1.2,"University of California, Davis",2924741084,6661321,7273
2654587971,Bacteria,Finished,Chelatococcus sp. CO-6 genome sequencing,Chelatococcus sp. CO-6,Harbin Institute of Technology,2654587971,5243734,4958
2823792755,Bacteria,Permanent Draft,Multi-cycle Selection of Sorghum Microbiomes for Biological Nitrogen Fixation,Novosphingobium sp. SG718,DOE Joint Genome Institute (JGI),2823792755,4670872,4199
2927280394,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium japonicum USDA 36,DOE Joint Genome Institute (JGI),2927280394,8868087,8707
2546825533,Bacteria,Permanent Draft,Mediterranean Grassland Soil Metagenome (MGSM): Enabling a systems view of soil carbon and nitrogen biogeochemistry under a changing climate.,Bradyrhizobium sp. URHA0013,DOE Joint Genome Institute (JGI),2546825533,7193102,6937
2643221425,Bacteria,Permanent Draft,Sequencing of endosymbionts inhabiting flagellates within the termite gut,co-assembly of Bacteroidales bacterium PSC KfJoeBact 2-1 and 2-2 and 2-3 (Single Cell Co-Assembly - Unscreened),DOE Joint Genome Institute (JGI),2643221425,16462124,15797
2643221799,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Methylobacterium sp. Leaf102,Max Planck Institute for Plant Breeding Research,2643221799,4659682,4427
2636415671,Bacteria,Permanent Draft,Novosphingobium subterraneum DSM 12447,Novosphingobium subterraneum DSM 12447,Monash University Malaysia,2636415671,4885942,4737
2906393657,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M7A.F.Ca.CA.001.11.2.1,"University of California, Davis",2906393657,6790866,7740
2851153111,Bacteria,Permanent Draft,Caulobacter flavus CGMCC1 15093 genome sequencing,Caulobacter radicis 736,Beijing Academy of Agriculture and Forestry Sciences,2851153111,5542585,5166
2582581866,Bacteria,Permanent Draft,"Populus root and rhizosphere microbial communities from Tennessee, USA",Rhizobium sp. CF097,DOE Joint Genome Institute (JGI),2582581866,6859583,6628
2595698237,Bacteria,Permanent Draft,Plant associated metagenomes--Microbial community diversity and host control of community assembly across model and emerging plant ecological genomics systems.,Methylobacterium sp. UNCCL125,DOE Joint Genome Institute (JGI),2595698237,6712432,6472
2879142872,Bacteria,Permanent Draft,Bradyrhizobium canariense genome sequencing - University of Applied Sciences of Western Switzerland,Bradyrhizobium canariense UBMA061,University of Applied Sciences of Western Switzerland,2879142872,8267021,8239
2547132193,Bacteria,Permanent Draft,Methylobacterium sp. L2-4,Methylobacterium sp. L2-4,Macrogen,2547132193,6796541,6696
2922158528,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M1A.F.Ca.IN.022.05.2.1,"University of California, Davis",2922158528,6573167,7062
2597489875,Bacteria,Finished,Mesorhizobium ciceri ca181,Mesorhizobium ciceri ca181,"National Bureau of Agriculturally Important Microorganisms, Indian Council of Agricultural Research",2597489875,7010078,6509
2856349417,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M4A.F.Ca.ET.090.04.2.1,"University of California, Davis",2856349417,6230045,6992
2861419262,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Aminobacter ciceronei DSM 17455,DOE Joint Genome Institute (JGI),2861419262,6776230,6812
2513237162,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Rhizobium leguminosarum bv. viciae GB30,DOE Joint Genome Institute (JGI),2513237162,7468464,7301
2690315824,Bacteria,Permanent Draft,Bradyrhizobium sp. AT1 Genome sequencing,Bradyrhizobium sp. AT1,National Institute for Agro-Environmental Sciences,2690315824,7534837,7115
2841983080,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium sp. IAR9,DOE Joint Genome Institute (JGI),2841983080,8395090,8094
2554235282,Bacteria,Permanent Draft,Sphingobium chinhatense IP26 Genome sequencing,Sphingobium chinhatense IP26,University of Delhi,2554235282,5847843,5780
2511231207,Bacteria,Finished,Bradyrhizobium japonicum USDA 6,Bradyrhizobium japonicum USDA 6,Kyoto Sangyo University,2511231207,9207384,8886
2754412609,Bacteria,Finished,Petroleum-degrading bacteria,Sphingobium yanoikuyae S72,Centro de Biotecnologia Genomica,2754412609,5532633,5155
2706794546,Bacteria,Permanent Draft,Mesorhizobium  species genome sequencing - University of Southern California,Mesorhizobium sp. L103C119B0,University of Southern California,2706794546,6725096,6604
2519103105,Bacteria,Finished,Tistrella mobilis KA081020-065,Tistrella mobilis KA081020-065,University of Hong Kong,2519103105,6513401,5851
2842063143,Bacteria,Finished,Methylobacterium brachiatum TX0642 genome sequencing,Methylobacterium brachiatum TX0642,Korea university,2842063143,6339577,6359
2513237268,Bacteria,Permanent Draft,Bradyrhizobium sp. ORS285,Bradyrhizobium sp. ORS285,CEA Genoscope,2513237268,7602254,6842
2844099941,Bacteria,Permanent Draft,"Drinking water biofilms microbial communities from hospital in Ohio, USA",Erythrobacter sp. CCH5-A1,"Georgia Institute of Technology, U.S. Environmental Protection Agency",2844099941,4034469,4121
2825259596,Bacteria,Permanent Draft,Understanding the reciprocal impacts of modified plant cell wall and associated microbiome,Rhizobium sp. BK650,DOE Joint Genome Institute (JGI),2825259596,6397930,6396
639279312,Bacteria,Finished,"Rhodopseudomonas palustris, 4 strains",Rhodopseudomonas palustris BisA53,DOE Joint Genome Institute (JGI),639279312,5505494,4996
2849560528,Bacteria,Permanent Draft,Caulobacter flavus CGMCC1 15093 genome sequencing,Caulobacter zeae 410,Beijing Academy of Agriculture and Forestry Sciences,2849560528,5393480,5110
2838101865,Bacteria,Permanent Draft,Genome sequencing of Purple Non-Sulfur Bacteria from various extreme environments,Rhodobium orientis DSM 11290,DOE Joint Genome Institute (JGI),2838101865,5156171,4815
2864653697,Bacteria,Permanent Draft,Exploring microbial biodiversity for novel pathways involved in the catabolism of aromatic compounds derived from lignin,Sphingobium sp. B1D3A,DOE Joint Genome Institute (JGI),2864653697,4207152,4067
2639763064,Bacteria,Permanent Draft,Genome sequencing of Methylobacterium platani strains isolated from rice seed tissue,Methylobacterium indicum SE3.6,"Institute of Microbial Technology (IMTECH), Council of Scientific and Industrial Research (CSIR)",2639763064,6930824,6670
2528768022,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Bradyrhizobium japonicum USDA 123,DOE Joint Genome Institute (JGI),2528768022,10457665,10573
2852387548,Bacteria,Finished,Rhizobium jaguaris CCGE525 genome sequencing,Rhizobium jaguaris CCGE525,Allegheny-Singer Research Institute,2852387548,8025568,7856
2843241807,Bacteria,Finished,Sphingobium amiense DSM 16289 genome sequencing,Sphingobium amiense DSM 16289,Ibaraki University,2843241807,4773922,4716
2600255250,Bacteria,Permanent Draft,Mesorhizobium metallidurans STM4661,Mesorhizobium sp. STM 4661,CEA Genoscope,2600255250,6547395,6333
2838962503,Bacteria,Permanent Draft,Genome sequencing of bacterial type strains from NCTC culture collection,Chromobacterium violaceum NCTC 8684,Wellcome Trust Sanger Institute,2838962503,4860174,4880
2869169390,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M7A.F.Ca.CA.001.10.2.1,"University of California, Davis",2869169390,6659796,7659
2927838209,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium japonicum USDA 72,DOE Joint Genome Institute (JGI),2927838209,10330500,10418
2833670749,Bacteria,Permanent Draft,Understanding the reciprocal impacts of modified plant cell wall and associated microbiome,Rhizobium sp. BK176,DOE Joint Genome Institute (JGI),2833670749,8342408,8542
2885350715,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M4A.F.Ca.ET.022.05.2.1,"University of California, Davis",2885350715,6787678,7335
2654588003,Bacteria,Finished,Sphingomonas sp. 113P3 Genome sequencing,Sphingopyxis sp. 113P3,Tohoku University,2654588003,4664213,4594
2871451962,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M7A.F.Ca.US.006.01.1.1,"University of California, Davis",2871451962,7336357,7622
2503198000,Bacteria,Finished,CSP_300131_795687,Mesorhizobium opportunistum WSM2075,DOE Joint Genome Institute (JGI),2503198000,6884444,6747
2627853907,Bacteria,Permanent Draft,Chromobacterium vaccinii strain:MWU328 Genome sequencing,Chromobacterium vaccinii MWU328,Midwestern University,2627853907,4958966,4608
2874155637,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M2D.F.Ca.ET.224.01.1.1,"University of California, Davis",2874155637,6724144,6857
2687453600,Bacteria,Finished,Sphingobium sp. TKS Genome sequencing,Sphingobium sp. TKS,Tohoku University,2687453600,6228879,6116
2829791209,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Nitrobacter vulgaris DSM 10236,DOE Joint Genome Institute (JGI),2829791209,4293395,4585
2922151315,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M7A.F.Ca.US.007.01.2.1,"University of California, Davis",2922151315,6902399,7212
2823856102,Bacteria,Permanent Draft,Multi-cycle Selection of Sorghum Microbiomes for Biological Nitrogen Fixation,Novosphingobium sp. SG906,DOE Joint Genome Institute (JGI),2823856102,4613678,4180
2791354939,Bacteria,Permanent Draft,Kordiimonas lipolytica M41 genome sequencing,Kordiimonas lipolytica M41,"Second Institute of Oceanography, State Oceanic Administration",2791354939,4557777,4374
2834671445,Bacteria,Permanent Draft,Genome streamlining in bacteria evolving under high predation pressure,Sphingobium sp. ERS1026114,University of Zuerich,2834671445,4938010,4937
2879083081,Bacteria,Permanent Draft,Bradyrhizobium Map,Bradyrhizobium zhanjiangense CCBAU 51787,China Agricultural University,2879083081,8587928,8493
2927308661,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium elkanii USDA 40,DOE Joint Genome Institute (JGI),2927308661,9411595,9193
2579778933,Bacteria,Permanent Draft,Sphingobium sp. HDIP04 Genome sequencing,Sphingobium sp. HDIP04,University of Delhi,2579778933,4741576,4713
2579778598,Bacteria,Permanent Draft,"Isolation of previously unrecognized bacteria from blood of patients, FDA",Afipia sp. NBIMC_P1-C3,U.S. Food and Drug Administration,2579778598,4996806,4826
2671180899,Bacteria,Permanent Draft,Mesorhizobium  species genome sequencing - University of Southern California,Mesorhizobium sp. LSJC265A00,University of Southern California,2671180899,6803396,6712
2824350403,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Bradyrhizobium betae CECT 5829,DOE Joint Genome Institute (JGI),2824350403,7334789,7194
2874599229,Bacteria,Permanent Draft,"Drinking water biofilms microbial communities from hospital in Ohio, USA",Bradyrhizobium sp. CCH10-C7,"Georgia Institute of Technology, U.S. Environmental Protection Agency",2874599229,5592688,5768
2850814604,Bacteria,Finished,Rhizobium leguminosarum Norway genome sequencing,Rhizobium leguminosarum Norway,Ludwig-Maximilians-Universitaet Munich,2850814604,7788085,7619
2643221798,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Methylobacterium sp. Leaf100,Max Planck Institute for Plant Breeding Research,2643221798,4716235,4507
2876855423,Bacteria,Permanent Draft,"Drinking water biofilms microbial communities from hospital in Ohio, USA",Sphingomonas sp. CCH9-E2,"Georgia Institute of Technology, U.S. Environmental Protection Agency",2876855423,4236381,4465
2643221739,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Sphingomonas sp. Leaf5,Max Planck Institute for Plant Breeding Research,2643221739,4001394,3681
2903540706,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M1C.F.Ca.ET.212.01.1.1,"University of California, Davis",2903540706,7062119,7698
2512875024,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Mesorhizobium loti R88b,DOE Joint Genome Institute (JGI),2512875024,7195110,7016
2773857671,Bacteria,Permanent Draft,"Sorghum-associated microbial communities from plants grown in Nebraska, USA",Novosphingobium sp. B3058 49,DOE Joint Genome Institute (JGI),2773857671,4476468,4172
641522638,Bacteria,Finished,LGT in Methylobacteria Proposal # 0165-051130,Methylobacterium radiotolerans JCM 2831,DOE Joint Genome Institute (JGI),641522638,6899110,6510
2836923464,Bacteria,Finished,Sphingosinicella microcystinivorans B-9 genome sequencing,Sphingosinicella microcystinivorans B-9,Meijo University,2836923464,4036662,3888
2579778767,Bacteria,Permanent Draft,Sphingobium baderi LL03 Genome sequencing,Sphingobium baderi LL03,University of Delhi,2579778767,4848286,4875
2597490201,Bacteria,Permanent Draft,Unique gene clusters involved in deoxynivalenol biotransformation,Devosia riboflavina IFO13584,Agriculture and Agri-Food Canada,2597490201,5052234,5040
2681813169,Bacteria,Permanent Draft,Genome Sequencing of microsymbionts nodulating soybean plants,Bradyrhizobium sp. CCBAU 15635,China Agricultural University,2681813169,8265728,8001
2874139085,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M8A.F.Ca.ET.207.01.1.1,"University of California, Davis",2874139085,7021506,7366
2847914055,Bacteria,Finished,Bradyrhizobium sp. ORS3257 genome sequencing,Bradyrhizobium sp. ORS3257,"Research Institute for Development (IRD), French National Centre for Scientific Research (CNRS)",2847914055,8156021,8014
2881364244,Bacteria,Permanent Draft,Bradyrhizobium sp. RP6 genome sequencing,Bradyrhizobium sp. RP6,University of Hyderabad,2881364244,7710352,7578
2903717903,Bacteria,Permanent Draft,Bradyrhizobium sp. CNPSo 3448 genome sequencing,Bradyrhizobium sp. CNPSo 3448,Brazilian Agricultural Research Corporation,2903717903,9787683,9582
2757320514,Bacteria,Permanent Draft,"Populus root and rhizosphere microbial communities from Tennessee, USA",Tardiphaga sp. OV697,DOE Joint Genome Institute (JGI),2757320514,6475114,6115
2706794921,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Novosphingobium panipatense SM16,DOE Joint Genome Institute (JGI),2706794921,4079279,3984
2927417472,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium japonicum USDA 55,DOE Joint Genome Institute (JGI),2927417472,8837531,8533
2876761206,Bacteria,Permanent Draft,Bradyrhizobium  species genome sequencing,Bradyrhizobium centrolobii BR 10245,Embrapa Agrobiologia,2876761206,10111113,9933
2926847893,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium japonicum USDA 19,DOE Joint Genome Institute (JGI),2926847893,10372854,10485
2808606698,Bacteria,Finished,Novosphingobium sp. P6W Genome sequencing,Novosphingobium sp. P6W,Kazan Institute of Biochemistry and Biophysics RAS,2808606698,6606532,6064
2706794536,Bacteria,Permanent Draft,Mesorhizobium  species genome sequencing - University of Southern California,Mesorhizobium sp. LNJC374B00,University of Southern California,2706794536,6522780,6371
2788500476,Bacteria,Permanent Draft,Draft Metagenome-assembled Genomes from Global Oceans - TOBG MAGs,Hyphomonas sp. SP144,,2788500476,3871704,3815
2861691609,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification",Methylobacterium thiocyanatum DSM 11490,DOE Joint Genome Institute (JGI),2861691609,5628931,5435
2687453811,Bacteria,Permanent Draft,"Populus root and rhizosphere microbial communities from Tennessee, USA",Sphingopyxis sp. YR583,DOE Joint Genome Institute (JGI),2687453811,4312099,4086
2846016833,Bacteria,Permanent Draft,Chromobacterium violaceum and Chromobacterium haemolyticum Genome sequencing,Chromobacterium violaceum H5525,Centers for Disease Control and Prevention,2846016833,4723065,4548
2643221938,Bacteria,Permanent Draft,Genome sequencing of Arabidopsis leaf and root microbiota representing the majority of bacterial species in their natural communities,Methylobacterium sp. Leaf456,Max Planck Institute for Plant Breeding Research,2643221938,5577040,5376
2924754689,Bacteria,Permanent Draft,Sequencing of a global collection of 1315 chickpea nodulating Mesorhizobium strains,Mesorhizobium sp. M5C.F.Ca.IN.020.32.2.1,"University of California, Davis",2924754689,6774424,8099
2509276018,Bacteria,Permanent Draft,GEBA - Root Nodulating Bacteria,Mesorhizobium ciceri CMG6,DOE Joint Genome Institute (JGI),2509276018,6910194,6718
2706794535,Bacteria,Permanent Draft,Mesorhizobium  species genome sequencing - University of Southern California,Mesorhizobium sp. LNJC380A00,University of Southern California,2706794535,5752495,5645
2825041588,Bacteria,Permanent Draft,Understanding the reciprocal impacts of modified plant cell wall and associated microbiome,Novosphingobium sp. BK361,DOE Joint Genome Institute (JGI),2825041588,4894330,4451
2731957700,Bacteria,Permanent Draft,Comparative genomics of environmental Sphingomonas isolates,Sphingomonas pituitosa NBRC 102491,National Institute of Technology and Evaluation,2731957700,4736924,4406
2891987373,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase IV (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes",Bradyrhizobium canariense USDA 3040,DOE Joint Genome Institute (JGI),2891987373,7995639,7864
2874168670,Bacteria,Permanent Draft,Genome sequencing and assembly of relic peas symbionts,Mesorhizobium kowhaii Ach-343,All-Russia Research Institute for Agricultural Microbiology,2874168670,8062617,8161
2617270735,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Bradyrhizobium shewense ERR11,DOE Joint Genome Institute (JGI),2617270735,9163226,8634
2687453285,Bacteria,Finished,Complete genome sequence of Blastochloris viridis DSM-133,Blastochloris viridis DSM 133,Tokyo Institute of Technology,2687453285,3726627,3337
2823915329,Bacteria,Permanent Draft,Multi-cycle Selection of Sorghum Microbiomes for Biological Nitrogen Fixation,Novosphingobium sp. SG781,DOE Joint Genome Institute (JGI),2823915329,4786325,4313
2687453119,Bacteria,Finished,Genome sequencing of Bradyrhizobium japonicum Highly Reiterated Sequence-Possessing Strain NK6,Bradyrhizobium diazoefficiens NK6,Tohoku University,2687453119,10475157,10579
2825006728,Bacteria,Permanent Draft,Understanding the reciprocal impacts of modified plant cell wall and associated microbiome,Novosphingobium sp. BK369,DOE Joint Genome Institute (JGI),2825006728,4894968,4435
2838192198,Bacteria,Permanent Draft,"Enriched cells from switchgrass and soil in EcoFAB chamber, Walnut Creek, California, United States",Bosea sp. OAE752,DOE Joint Genome Institute (JGI),2838192198,5721545,5576
2615840698,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains",Rhizobium multihospitium HAMBI 2975,DOE Joint Genome Institute (JGI),2615840698,7319877,6983
2574179733,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",Sphingomonas sanxanigenens DSM 19645,DOE Joint Genome Institute (JGI),2574179733,6630364,6324
2524614546,Bacteria,Permanent Draft,Iron redox cycling genomes from the Hanford subsurface,Bradyrhizobium japonicum in8p8,DOE Joint Genome Institute (JGI),2524614546,7589915,7353
2630968818,Bacteria,Permanent Draft,Novosphingobium malaysiense MUSC 273 Genome sequencing,Novosphingobium malaysiense MUSC 273,University of Malaya,2630968818,5027021,4795
2844703349,Bacteria,Permanent Draft,Exploring microbial biodiversity for novel pathways involved in the catabolism of aromatic compounds derived from lignin,Sphingomonas sp. R3G8D,DOE Joint Genome Institute (JGI),2844703349,5564534,5243
2903468256,Bacteria,Permanent Draft,Mesorhizobia in Australia,Mesorhizobium sp. B2-4-1,Curtin University,2903468256,6083557,6101
2648501775,Bacteria,Permanent Draft,Citromicrobium sp. JL31 genome sequencing,Citromicrobium sp. JL31,Xiamen university,2648501775,3165979,3131
2738541326,Bacteria,Permanent Draft,The evolution of family Rhizobiaceae,Rhizobium populi CCTCC AB 2013068,Major Bio,2738541326,5272965,5118
2795386132,Bacteria,Permanent Draft,Understanding the reciprocal impacts of modified plant cell wall and associated microbiome,Rhizobium sp. BK068,DOE Joint Genome Institute (JGI),2795386132,6408296,6334
