Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,KO
2791218889,Ga0272082_112844,acyl-homoserine lactone synthase,2788500589,Sphingobium sp. SCG-1,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2791220062,Ga0272082_1216,acyl-homoserine lactone synthase,2788500589,Sphingobium sp. SCG-1,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2791220284,Ga0272082_12238,acyl-homoserine lactone synthase,2788500589,Sphingobium sp. SCG-1,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2791423536,Ga0198880_114886,acyl-homoserine lactone synthase,2791354773,Methylorubrum extorquens PSBB040,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2791429133,Ga0259006_145007,acyl-homoserine lactone synthase,2791354774,Methylorubrum populi P-1M,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2791434701,Ga0258581_115083,acyl-homoserine lactone synthase,2791354775,Methylorubrum extorquens TK 0001,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2791517834,Ga0309109_11412,acyl-homoserine lactone synthase,2791354793,Mesorhizobium sp. WSM3882,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2791518277,Ga0309109_116132,acyl-homoserine lactone synthase,2791354793,Mesorhizobium sp. WSM3882,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792060852,Ga0308619_136292,acyl-homoserine lactone synthase,2791354939,Kordiimonas lipolytica M41,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792206205,Ga0309797_1003114,acyl-homoserine lactone synthase,2791354983,Aurantimonas sp. 22II-16-19i,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792610248,Ga0308734_100374,acyl-homoserine lactone synthase,2791355089,Sphingobium phenoxybenzoativorans SC_3,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792718027,Ga0309110_106188,acyl-homoserine lactone synthase,2791355118,Mesorhizobium sp. WSM3879,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792719748,Ga0309110_113127,acyl-homoserine lactone synthase,2791355118,Mesorhizobium sp. WSM3879,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792724440,Ga0309111_11123,acyl-homoserine lactone synthase,2791355119,Mesorhizobium sp. WSM3876,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792724703,Ga0309111_112107,acyl-homoserine lactone synthase,2791355119,Mesorhizobium sp. WSM3876,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792725220,Ga0309111_115129,acyl-homoserine lactone synthase,2791355119,Mesorhizobium sp. WSM3876,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792727386,Ga0309112_101659,acyl-homoserine lactone synthase,2791355120,Mesorhizobium sp. WSM3866,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792732949,Ga0309112_1333,acyl-homoserine lactone synthase,2791355120,Mesorhizobium sp. WSM3866,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792737539,Ga0309113_112142,acyl-homoserine lactone synthase,2791355121,Mesorhizobium sp. WSM3864,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792743800,Ga0309116_11314,acyl-homoserine lactone synthase,2791355122,Mesorhizobium sp. WSM3859,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792746466,Ga0309084_107178,acyl-homoserine lactone synthase,2791355123,Mesorhizobium sophorae ICMP 19535,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792748458,Ga0309084_108615,acyl-homoserine lactone synthase,2791355123,Mesorhizobium sophorae ICMP 19535,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792766089,Ga0309484_10449,acyl-homoserine lactone synthase,2791355126,Mesorhizobium sp. WSM4311,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792768931,Ga0309484_11157,acyl-homoserine lactone synthase,2791355126,Mesorhizobium sp. WSM4311,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792773081,Ga0308493_113269,acyl-homoserine lactone synthase,2791355127,Mesorhizobium prunaredense STM4891,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792778735,Ga0309105_102319,acyl-homoserine lactone synthase,2791355128,Mesorhizobium sp. WSM4313,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792785862,Ga0309115_105181,acyl-homoserine lactone synthase,2791355129,Mesorhizobium sp. WSM3860,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792788635,Ga0309115_12064,acyl-homoserine lactone synthase,2791355129,Mesorhizobium sp. WSM3860,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792793704,Ga0309114_106189,acyl-homoserine lactone synthase,2791355130,Mesorhizobium sp. WSM3862,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792795924,Ga0309418_100298,acyl-homoserine lactone synthase,2791355131,Mesorhizobium helmanticense CSLC115N,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792801385,Ga0309418_1052141,acyl-homoserine lactone synthase,2791355131,Mesorhizobium helmanticense CSLC115N,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792801853,Ga0309418_106026,acyl-homoserine lactone synthase,2791355131,Mesorhizobium helmanticense CSLC115N,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792803782,Ga0309106_103301,acyl-homoserine lactone synthase,2791355132,Mesorhizobium sp. WSM4312,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792807274,Ga0309106_11529,acyl-homoserine lactone synthase,2791355132,Mesorhizobium sp. WSM4312,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792810346,Ga0309107_102517,acyl-homoserine lactone synthase,2791355133,Mesorhizobium sp. WSM4308,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792814136,Ga0309107_114135,acyl-homoserine lactone synthase,2791355133,Mesorhizobium sp. WSM4308,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792818328,Ga0309108_103518,acyl-homoserine lactone synthase,2791355134,Mesorhizobium sp. WSM4304,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2792821280,Ga0309108_11288,acyl-homoserine lactone synthase,2791355134,Mesorhizobium sp. WSM4304,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2793054171,Ga0308631_102836,acyl-homoserine lactone synthase,2791355195,Bradyrhizobium stylosanthis BR 446,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2793063155,Ga0309146_11241,acyl-homoserine lactone synthase,2791355196,Bradyrhizobium sp. Y36,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2793086521,Ga0303366_10466,acyl homoserine lactone synthase/acyl-homoserine lactone synthase,2791355200,Sphingomonas sp. IBVSS1 IBVSS1,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]<<>>KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]"
2793094300,Ga0309431_12617,acyl-homoserine lactone synthase,2791355202,Sphingomonas sp. TDK1,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2793272889,Ga0272268_12234,acyl-homoserine lactone synthase,2791355252,Rhizobium sp. NXC24,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2793307949,Ga0308905_11251,acyl-homoserine lactone synthase,2791355258,Rhizobium laguerreae FB206,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2795892215,Ga0309485_104129,acyl-homoserine lactone synthase,2795385497,Mesorhizobium sp. WSM3868,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2795896025,Ga0309485_12665,acyl-homoserine lactone synthase,2795385497,Mesorhizobium sp. WSM3868,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2798847960,Ga0307702_101303,acyl-homoserine lactone synthase,2795386104,Methylobacterium sp. BK227,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2798969811,Ga0310480_1611,acyl-homoserine lactone synthase,2795386120,Variibacter gotjawalensis DSM 29671,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2798975971,Ga0307684_10559,acyl-homoserine lactone synthase,2795386121,Bosea sp. BK604,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2799052127,Ga0307673_13257,acyl-homoserine lactone synthase,2795386132,Rhizobium sp. BK068,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2799269895,Ga0307654_4038,acyl-homoserine lactone synthase,2799112242,Bosea sp. BK498,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2799270119,Ga0307654_4262,acyl-homoserine lactone synthase,2799112242,Bosea sp. BK498,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2799288949,Ga0307699_1561,acyl-homoserine lactone synthase,2799112246,Bradyrhizobium sp. BK707,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2799500695,Ga0307695_6432,acyl-homoserine lactone synthase,2799112289,Rhizobium sp. BK333,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2802518349,Ga0314516_11916,acyl-homoserine lactone synthase,2802428820,Rhizobium laguerreae FB403,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2802524564,Ga0314514_111119,acyl-homoserine lactone synthase,2802428821,Rhizobium azibense GR42,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2805919447,Ga0309143_1013193,acyl-homoserine lactone synthase,2802429603,Bradyrhizobium ottawaense L2,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2806365800,Ga0314228_101582,acyl-homoserine lactone synthase,2806310411,Bradyrhizobium stylosanthis BR 510,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2806383652,Ga0314232_12063,acyl-homoserine lactone synthase,2806310413,Rhizobium sp. ERR 1071,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2806490914,Ga0314226_102502,acyl-homoserine lactone synthase,2806310485,Bradyrhizobium sachari BR 10555,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2806504732,Ga0314227_102502,acyl-homoserine lactone synthase,2806310487,Bradyrhizobium sachari BR 10556,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2807281400,Ga0248321_103710,acyl-homoserine lactone synthase,2806310700,Novosphingobium pentaromativorans US6-1,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2807648475,Ga0266320_1598,acyl homoserine lactone synthase/acyl-homoserine lactone synthase,2806310814,Citromicrobium sp. IN20,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]<<>>KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]"
2810121448,Ga0318962_12598,acyl-homoserine lactone synthase,2808606629,Variovorax sp. WDL1,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2810355689,Ga0325202_111071,acyl homoserine lactone synthase/acyl-homoserine lactone synthase,2808606698,Novosphingobium sp. P6W,"KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]<<>>KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2810358518,Ga0325202_12545,acyl-homoserine lactone synthase,2808606698,Novosphingobium sp. P6W,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2810390634,Ga0265999_102112,acyl-homoserine lactone synthase,2808606707,Sphingomonas sp. NAT212,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2810392222,Ga0265999_10935,acyl-homoserine lactone synthase,2808606707,Sphingomonas sp. NAT212,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2810671751,Ga0317220_12132,acyl-homoserine lactone synthase,2808606775,Aminobacter aminovorans NCTC 10684,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2810693703,Ga0317217_1231,acyl-homoserine lactone synthase,2808606780,Afipia felis NCTC 12499,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2810774414,Ga0317372_1245,acyl-homoserine lactone synthase,2808606798,Afipia felis NCTC 12722,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2810839617,Ga0325301_13622,acyl-homoserine lactone synthase,2808606815,Sphingobium herbicidovorans NBRC 16415,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2810841079,Ga0325301_151128,acyl-homoserine lactone synthase,2808606815,Sphingobium herbicidovorans NBRC 16415,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2812723541,Ga0174996_11913,acyl-homoserine lactone synthase,2811994989,Blastochloris viridis DSM 133,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2813082195,Ga0266087_113273,acyl-homoserine lactone synthase,2811995078,Ponticaulis sp. MED653,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2813137479,Ga0266088_10739,acyl-homoserine lactone synthase,2811995099,Ponticaulis sp. NAT113,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2813139325,Ga0266085_117274,acyl-homoserine lactone synthase,2811995100,Ponticaulis sp. IN28,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2813192445,Ga0266090_102598,acyl-homoserine lactone synthase,2811995126,Ponticaulis sp. SP186,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2814958624,Ga0266163_11737,acyl-homoserine lactone synthase,2814123148,Methylobacterium sp. NP6,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2817580793,Ga0258560_146594,acyl-homoserine lactone synthase,2816332325,Mesorhizobium loti TONO,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2817581654,Ga0258560_147457,acyl-homoserine lactone synthase,2816332325,Mesorhizobium loti TONO,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2817581724,Ga0258560_147528,acyl-homoserine lactone synthase,2816332325,Mesorhizobium loti TONO,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2818237226,Ga0309142_1002204,acyl-homoserine lactone synthase,2816332527,Bradyrhizobium diazoefficiens Y21,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2818246414,Ga0309104_10447,acyl-homoserine lactone synthase,2816332528,Mesorhizobium loti R7ANSx1497,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2818309331,Ga0309102_10447,acyl-homoserine lactone synthase,2816332541,Mesorhizobium loti R7ANSx3876,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2818312024,Ga0309102_11476,acyl-homoserine lactone synthase,2816332541,Mesorhizobium loti R7ANSx3876,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2818314564,Ga0309103_10347,acyl-homoserine lactone synthase,2816332542,Mesorhizobium loti R7ANSx3859,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2818319480,Ga0309100_101102,acyl-homoserine lactone synthase,2816332543,Mesorhizobium loti R7ANSxCC1192,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2818327800,Ga0309101_10447,acyl-homoserine lactone synthase,2816332544,Mesorhizobium loti R7ANSxAA22,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2819553572,Ga0365419_11259,acyl homoserine lactone synthase/acyl-homoserine lactone synthase,2818991438,Novosphingobium barchaimii 1192,"KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]<<>>KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2819554617,Ga0365419_1225,acyl-homoserine lactone synthase,2818991438,Novosphingobium barchaimii 1192,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2819555079,Ga0365419_13126,acyl-homoserine lactone synthase,2818991438,Novosphingobium barchaimii 1192,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2819608056,Ga0365427_101701,acyl-homoserine lactone synthase,2818991448,Rhizobium miluonense 1234,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2819713828,Ga0365434_1568,acyl-homoserine lactone synthase,2818991466,Sphingomonas trueperi 1152a,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2819718948,Ga0365428_2272,acyl-homoserine lactone synthase,2818991467,Bosea vestrisii 3192,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2823680707,Ga0372453_1226,acyl-homoserine lactone synthase,2823679482,Methylobacterium sp. RAS18,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2823714465,Ga0365332_3593,acyl homoserine lactone synthase/acyl-homoserine lactone synthase,2823710873,Novosphingobium sp. SG486,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]<<>>KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]"
2823776314,Ga0365348_3572,acyl homoserine lactone synthase/acyl-homoserine lactone synthase,2823772743,Novosphingobium sp. SG619,"KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]<<>>KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2823792819,Ga0365352_65,acyl homoserine lactone synthase/acyl-homoserine lactone synthase,2823792755,Novosphingobium sp. SG718,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]<<>>KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]"
2823799916,Ga0365353_2962,acyl-homoserine lactone synthase,2823796955,Novosphingobium sp. SG720,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2823804513,Ga0365354_2883,acyl homoserine lactone synthase/acyl-homoserine lactone synthase,2823801631,Novosphingobium sp. SG726,"KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]<<>>KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2823810068,Ga0365356_4161,acyl-homoserine lactone synthase,2823805908,Rhizomicrobium sp. SG733,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2823822573,Ga0365359_62,acyl homoserine lactone synthase/acyl-homoserine lactone synthase,2823822512,Novosphingobium sp. SG754,"KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]<<>>KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2823834569,Ga0365363_1362,acyl homoserine lactone synthase/acyl-homoserine lactone synthase,2823833208,Novosphingobium sp. SG788,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]<<>>KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]"
2823856137,Ga0365370_36,acyl homoserine lactone synthase/acyl-homoserine lactone synthase,2823856102,Novosphingobium sp. SG906,"KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]<<>>KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2823914382,Ga0365361_3380,acyl homoserine lactone synthase/acyl-homoserine lactone synthase,2823911005,Novosphingobium sp. SG774,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]<<>>KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]"
2823918702,Ga0365362_3376,acyl homoserine lactone synthase/acyl-homoserine lactone synthase,2823915329,Novosphingobium sp. SG781,"KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]<<>>KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2823926468,Ga0365380_66,acyl homoserine lactone synthase/acyl-homoserine lactone synthase,2823926403,Novosphingobium sp. SG916,"KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]<<>>KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2823950106,Ga0372452_791,acyl-homoserine lactone synthase,2823949316,Microvirga lupini AT3.9,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2823961050,Ga0365338_726,acyl-homoserine lactone synthase,2823960325,Rhizobium sp. SG526,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
2823982454,Ga0365381_66,acyl homoserine lactone synthase/acyl-homoserine lactone synthase,2823982389,Novosphingobium sp. SG917,"KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]<<>>KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]"
2823994341,Ga0365383_2000,acyl homoserine lactone synthase/acyl-homoserine lactone synthase,2823992343,Novosphingobium sp. SG919,"KO:K13060===lasI, luxI===acyl homoserine lactone synthase [EC:2.3.1.184]<<>>KO:K18096===bjaI, rpaI, braI===acyl-homoserine lactone synthase [EC:2.3.1.228 2.3.1.229 2.3.1.-]"
